document_id,source_id,target_id,method,annotator_1,annotator_2,source_sentence,target_sentence,agreement,both_link
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,2,38,retriever,Link,No Link,The authors show that this form of augmentation helps on its own as well as when combined with other standard data augmentation techniques.,"To the best of our knowledge, this is the first method to improve a variety of mainstream data augmentation methods.",False,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,2,59,random,No Link,No Link,The authors show that this form of augmentation helps on its own as well as when combined with other standard data augmentation techniques.,So the mixup operation can be simplified to:,True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,2,81,llm,Link,Link,The authors show that this form of augmentation helps on its own as well as when combined with other standard data augmentation techniques.,"Moreover, we are pleased to find that text smoothing can be well combined with various data augmentation methods, further improving the baseline data augmentation methods.",True,True
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,4,45,random,No Link,No Link,- The paper obtains good results with a straightforward approach.,"Moreover, we propose to constrain smoothed representation more controllable through interpolation for classification tasks.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,4,66,random,No Link,No Link,- The paper obtains good results with a straightforward approach.,"BARTword, BARTspan (Kumar et al., 2020) conditions BART by prepending class labels to all examples of given class.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,5,28,random,No Link,No Link,- The paper is written fairly clearly.,Such a smoothed representation is hardly a good augmented input for the task.,True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,5,60,random,No Link,No Link,- The paper is written fairly clearly.,"t i is the one-hot representation, MLM(t i ) is the smoothed representation, t i is the interpolated representation and λ is the balance hyperparameter to control interpolation strength.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,9,3,retriever,No Link,Link,"- One thing I wasn't sure I understood is whether the ""smoothed"" inputs are used on their own to train the model, or if they're used in addition to the standard inputs.","Smoothed representation is the probability of candidate tokens obtained from a pre-trained masked language model, which can be seen as a more informative substitution to the one-hot representation.",False,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,9,20,mutual,Link,Link,"- One thing I wasn't sure I understood is whether the ""smoothed"" inputs are used on their own to train the model, or if they're used in addition to the standard inputs.","Therefore, the use of smoothed representation instead of one-hot representation as the input of the model can be seen as an efficient weighted data augmentation method.",True,True
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,9,28,retriever,Link,Link,"- One thing I wasn't sure I understood is whether the ""smoothed"" inputs are used on their own to train the model, or if they're used in addition to the standard inputs.",Such a smoothed representation is hardly a good augmented input for the task.,True,True
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,9,58,llm,Link,Link,"- One thing I wasn't sure I understood is whether the ""smoothed"" inputs are used on their own to train the model, or if they're used in addition to the standard inputs.","In text smoothing, the one-hot representation and smoothed representation are derived from the same raw input, their lables are identical and the interpolation operation will not change the label.",True,True
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,9,61,random,Link,No Link,"- One thing I wasn't sure I understood is whether the ""smoothed"" inputs are used on their own to train the model, or if they're used in addition to the standard inputs.","In the downstream tasks, we use interpolated representation instead of the original one-hot representation as input.",False,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,9,65,random,No Link,No Link,"- One thing I wasn't sure I understood is whether the ""smoothed"" inputs are used on their own to train the model, or if they're used in addition to the standard inputs.","GPT2context (Kumar et al., 2020) provides a prompt to the pre-trained GPT model and keeping generating until the EOS token.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,9,81,llm,No Link,Link,"- One thing I wasn't sure I understood is whether the ""smoothed"" inputs are used on their own to train the model, or if they're used in addition to the standard inputs.","Moreover, we are pleased to find that text smoothing can be well combined with various data augmentation methods, further improving the baseline data augmentation methods.",False,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,11,15,random,No Link,No Link,"This is fine, but should be emphasized more explicitly.",MLM outputs the probability distribution of the vocabulary size of each mask position.,True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,11,24,retriever,No Link,No Link,"This is fine, but should be emphasized more explicitly.",This is harmful for downstream tasks such as fine-grained sentiment classification.,True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,11,28,retriever,No Link,No Link,"This is fine, but should be emphasized more explicitly.",Such a smoothed representation is hardly a good augmented input for the task.,True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,11,37,llm,No Link,No Link,"This is fine, but should be emphasized more explicitly.","Further, we are pleased to find that text smoothing can be combined with other data augmentation methods to improve the tasks further.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,11,45,retriever,No Link,No Link,"This is fine, but should be emphasized more explicitly.","Moreover, we propose to constrain smoothed representation more controllable through interpolation for classification tasks.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,11,52,random,No Link,No Link,"This is fine, but should be emphasized more explicitly.","where − → t i ∈ R seq_len,emb_size is a 2D dense vector in shape of [sequence_len, embedding_size].",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,11,81,llm,No Link,No Link,"This is fine, but should be emphasized more explicitly.","Moreover, we are pleased to find that text smoothing can be well combined with various data augmentation methods, further improving the baseline data augmentation methods.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,11,87,llm,No Link,No Link,"This is fine, but should be emphasized more explicitly.","Furthermore, text smoothing can further be combined with various data augmentation methods to obtain better performance.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,12,12,retriever,No Link,Link,"- Since, as the authors note, they are are merely approximating the token-distribution given by BERT (by not using any MASK tokens), it might be interesting to see whether this approximation is in fact hurting the performance or not.","One most commonly used method is to randomly select tokens in a sentence and replace them with semantically similar tokens to synthesize a new sentence (Wei and Zou, 2019;Kobayashi, 2018;. (Kobayashi, 2018) proposes contextual augmentation to predict the probability distribution of replacement tokens by using the LSTM language model and sampling the replacement tokens according to the probability distribution. ) uses BERT's (Devlin et al., 2018) masked language modeling (MLM) task to extend contextual augmentation by considering deep bi-directional context.",False,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,12,13,llm,Link,Link,"- Since, as the authors note, they are are merely approximating the token-distribution given by BERT (by not using any MASK tokens), it might be interesting to see whether this approximation is in fact hurting the performance or not.","(Kumar et al., 2020) further propose to use different types of transformer based pre-trained models for MLM takes masked sentences as input, and typically 15% of the original tokens in the sentences will be replaced by the [MASK] token.",True,True
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,12,21,llm,Link,No Link,"- Since, as the authors note, they are are merely approximating the token-distribution given by BERT (by not using any MASK tokens), it might be interesting to see whether this approximation is in fact hurting the performance or not.","To get the smoothed representation of all the tokens of the entire sentence with only one forward process in MLM, we do not explicitly mask the input.",False,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,12,83,random,No Link,No Link,"- Since, as the authors note, they are are merely approximating the token-distribution given by BERT (by not using any MASK tokens), it might be interesting to see whether this approximation is in fact hurting the performance or not.","To the best of our knowledge, this is the first method to improve a variety of mainstream data augmentation methods.",True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,12,54,mutual,Link,Link,"- Since, as the authors note, they are are merely approximating the token-distribution given by BERT (by not using any MASK tokens), it might be interesting to see whether this approximation is in fact hurting the performance or not.","where each row in MLM(t i ) is a probability distribution over the token vocabulary, representing the context-compatible token choices in that position of the input text learned by pre-trained BERT.",True,True
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,12,62,retriever,Link,Link,"- Since, as the authors note, they are are merely approximating the token-distribution given by BERT (by not using any MASK tokens), it might be interesting to see whether this approximation is in fact hurting the performance or not.",CBERT  masks some tokens and predicts their contextual substitutions with pretrained BERT.,True,True
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,12,67,random,Link,No Link,"- Since, as the authors note, they are are merely approximating the token-distribution given by BERT (by not using any MASK tokens), it might be interesting to see whether this approximation is in fact hurting the performance or not.",BARTword masks a single word while BARTspan masks a continuous chunk.,False,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,13,71,random,No Link,No Link,"That is, if we obtain token-level distributions by masking each token in the input in turn, and then use the resulting smoothed representations, is this better or worse for augmentation than the approximation the authors propose?",Data statistics of the three datasets are shown in Table 1.,True,False
026fbeb69144bca95d6df70934fd608871855c30486e1a88714ee1343574663f55216ee356d90a1e5110be0a86ec6b9e1f515149abe73c645caaf05409af7731,13,78,random,Link,Link,"That is, if we obtain token-level distributions by masking each token in the input in turn, and then use the resulting smoothed representations, is this better or worse for augmentation than the approximation the authors propose?","As shown in Table2, text smoothing brings the largest improvement to the model on the three datasets compared with other data augmentation methods.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,1,0,random,Link,Link,"This well-written paper presents ""DIBIMT"", a manually annotated and curated benchmark to measure semantic biases in word sense disambiguation in machine translation via 4 newly defined metrics.",DIBIMT:,True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,1,6,mutual,Link,Link,"This well-written paper presents ""DIBIMT"", a manually annotated and curated benchmark to measure semantic biases in word sense disambiguation in machine translation via 4 newly defined metrics.","In this paper, we present DIBIMT, the first entirely manually-curated evaluation benchmark which enables an extensive study of semantic biases in Machine Translation in five different language combinations, namely English and one of the following languages:",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,1,15,mutual,Link,Link,"This well-written paper presents ""DIBIMT"", a manually annotated and curated benchmark to measure semantic biases in word sense disambiguation in machine translation via 4 newly defined metrics.","The DIBIMT benchmark focuses on detecting Word Sense Disambiguation biases in NMT, i.e., biases of certain words towards some of their more frequent meanings.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,1,72,mutual,Link,Link,"This well-written paper presents ""DIBIMT"", a manually annotated and curated benchmark to measure semantic biases in word sense disambiguation in machine translation via 4 newly defined metrics.","In this work, we presented DIBIMT, a novel benchmark for measuring and understanding semantic biases in NMT, which goes beyond simple accuracy metrics and provides novel metrics that summarize how biased NMT models are.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,1,78,random,No Link,No Link,"This well-written paper presents ""DIBIMT"", a manually annotated and curated benchmark to measure semantic biases in word sense disambiguation in machine translation via 4 newly defined metrics.","Additionally, since stanza has multi-word expansion tokenization for some of the languages in our list, when available, we try to perform matching on both the list of words (alongside the list of tokens) in the translated sentence.",True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,2,6,llm,Link,Link,"The framework has 5 translation directions (English to: Chinese, German, Italian, Russian and Spanish), and also provides statistical and linguistic analysis for 7 (non-)commerical neural MT systems.","In this paper, we present DIBIMT, the first entirely manually-curated evaluation benchmark which enables an extensive study of semantic biases in Machine Translation in five different language combinations, namely English and one of the following languages:",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,2,7,llm,Link,Link,"The framework has 5 translation directions (English to: Chinese, German, Italian, Russian and Spanish), and also provides statistical and linguistic analysis for 7 (non-)commerical neural MT systems.","Chinese, German, Italian, Russian and Spanish.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,2,8,llm,Link,Link,"The framework has 5 translation directions (English to: Chinese, German, Italian, Russian and Spanish), and also provides statistical and linguistic analysis for 7 (non-)commerical neural MT systems.","Furthermore, we test state-of-the-art Machine Translation systems, both commercial and non-commercial, against our new test bed and provide a thorough statistical and linguistic analysis of the results.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,2,11,retriever,No Link,No Link,"The framework has 5 translation directions (English to: Chinese, German, Italian, Russian and Spanish), and also provides statistical and linguistic analysis for 7 (non-)commerical neural MT systems.","More recently, Emelin et al. (2020) introduced a statistical method for the identification of disambiguation errors in neural MT (NMT) and demonstrated that models capture data biases within the training corpora, which leads models to produce incorrect translations.",True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,2,21,random,No Link,No Link,"The framework has 5 translation directions (English to: Chinese, German, Italian, Russian and Spanish), and also provides statistical and linguistic analysis for 7 (non-)commerical neural MT systems.","7 The only step left to construct an initial item is to associate a sense σ with the word w i used in the example s. We perform this association in two phases: first, we try to map the definition d related to the example s to a Babel-Net synset by relying on the mappings available in BabelNet 5 between WordNet and Wiktionary, discarding examples for which this association could not be found; second, we manually validate and correct these successful associations to ensure high quality of our initial items.",True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,2,30,retriever,No Link,No Link,"The framework has 5 translation directions (English to: Chinese, German, Italian, Russian and Spanish), and also provides statistical and linguistic analysis for 7 (non-)commerical neural MT systems.","Given the expertise required to carry out this task, we rely on the work of three highly qualified translators: one for Italian, German and Russian, one for Spanish and one for Chinese.",True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,2,46,retriever,No Link,No Link,"The framework has 5 translation directions (English to: Chinese, German, Italian, Russian and Spanish), and also provides statistical and linguistic analysis for 7 (non-)commerical neural MT systems.","• DeepL Translator 11 , a state-of-the-art com-      In Figure 3(a), we plot the number and percentage of errors made on average by the models, grouping items by µ λ X P (σ X ), where X is a non-MISS analyzed item.",True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,2,61,random,No Link,No Link,"The framework has 5 translation directions (English to: Chinese, German, Italian, Russian and Spanish), and also provides statistical and linguistic analysis for 7 (non-)commerical neural MT systems.",16 We skip item X if either X M L1 or X M L2 is a MISS.,True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,4,6,random,Link,No Link,-- thorough experimentation,"In this paper, we present DIBIMT, the first entirely manually-curated evaluation benchmark which enables an extensive study of semantic biases in Machine Translation in five different language combinations, namely English and one of the following languages:",False,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,4,8,llm,Link,Link,-- thorough experimentation,"Furthermore, we test state-of-the-art Machine Translation systems, both commercial and non-commercial, against our new test bed and provide a thorough statistical and linguistic analysis of the results.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,4,13,llm,Link,Link,-- thorough experimentation,"Based on the findings and open research questions raised in the aforementioned works, the present paper aims at investigating not only the presence, but also, most importantly, the nature and properties of semantic biases in MT in multiple language combinations, via a novel entirely manually-curated benchmark called DIBIMT and a thorough performance analysis.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,4,37,random,No Link,No Link,-- thorough experimentation,We instruct annotators to update the set of good (G L ) and bad (B L ) translated lexicalizations of w i ∈ s such that it does reflect what a human translator would use in the context of that sentence.,True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,4,43,retriever,No Link,No Link,-- thorough experimentation,10 A more detailed description of the analysis procedure is provided in the Appendix.,True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,4,45,llm,Link,Link,-- thorough experimentation,"We test a wide range of models, both commercial and non-commercial, and report their performances on DIBIMT's evaluation metrics:",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,4,54,retriever,No Link,No Link,-- thorough experimentation,"This experiment mirrors SFII, but groups items by their lemma's polysemy degree δ EN (λ X P ) instead of µ.  5.",True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,4,84,retriever,No Link,No Link,-- thorough experimentation,Everything is detailed in Section 4 of the paper.,True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,5,1,llm,Link,Link,-- interesting benchmark that will be both tough and useful for MT system comparison in terms of their ability to perform word sense disambiguation,A Novel Benchmark for Measuring Word Sense Disambiguation Biases in Machine Translation,True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,5,10,retriever,No Link,Link,-- interesting benchmark that will be both tough and useful for MT system comparison in terms of their ability to perform word sense disambiguation,"The polysemous nature of words poses a longstanding challenge in a wide range of Natural Language Processing (NLP) tasks such as Word Sense Disambiguation (Navigli, 2009)  Further research works investigated the disambiguation capabilities of MT systems by exploring their internal representations (Marvin and Koehn, 2018;Michel et al., 2019) or improving them via context-aware word embeddings (Liu et al., 2017).",False,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,5,12,random,No Link,No Link,-- interesting benchmark that will be both tough and useful for MT system comparison in terms of their ability to perform word sense disambiguation,"Although the authors expect their approach to be transferable to other language combinations, they only focus on German → English.",True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,5,13,mutual,Link,Link,-- interesting benchmark that will be both tough and useful for MT system comparison in terms of their ability to perform word sense disambiguation,"Based on the findings and open research questions raised in the aforementioned works, the present paper aims at investigating not only the presence, but also, most importantly, the nature and properties of semantic biases in MT in multiple language combinations, via a novel entirely manually-curated benchmark called DIBIMT and a thorough performance analysis.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,5,15,mutual,Link,Link,-- interesting benchmark that will be both tough and useful for MT system comparison in terms of their ability to perform word sense disambiguation,"The DIBIMT benchmark focuses on detecting Word Sense Disambiguation biases in NMT, i.e., biases of certain words towards some of their more frequent meanings.",True,True
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,5,50,random,No Link,No Link,-- interesting benchmark that will be both tough and useful for MT system comparison in terms of their ability to perform word sense disambiguation,Values are reported in Table 5: Frequency Analysis: MFS represents the average percentage of time the model mistakenly translated the target word to a lexicalization belonging to the Most Frequent Sense associated with λ P .,True,False
2451bf980a82f881856251ecbbc2a588b7d2e748af28bcd71cf24c1fd0d54ecc0a2d3d8c7f92afe1ed068e709aad5e98a94f10cb52153f5b9e24c44ef715fb01,6,10,retriever,No Link,No Link,-- especially liked the inclusion of 5 (diverse) languages and the comparison against a dedicated word sense disambiguation system,"The polysemous nature of words poses a longstanding challenge in a wide range of Natural Language Processing (NLP) tasks such as Word Sense Disambiguation (Navigli, 2009)  Further research works investigated the disambiguation capabilities of MT systems by exploring their internal representations (Marvin and Koehn, 2018;Michel et al., 2019) or improving them via context-aware word embeddings (Liu et al., 2017).",True,False
