document_id,source_id,target_id,method,annotator_1,annotator_2,source_sentence,target_sentence,agreement,both_link
98,4,0,random,No Link,No Link,Its taste and ease of preparation - adding hot water to dried noodles in a waterproof polystyrene container - have made it popular around the world.,Japanese papers eulogize inventor of instant noodles,True,False
98,4,10,mutual,Link,No Link,Its taste and ease of preparation - adding hot water to dried noodles in a waterproof polystyrene container - have made it popular around the world.,The chicken-flavored dried noodle cake could be served in minutes by pouring hot water over it in a bowl.,False,False
98,4,16,mutual,Link,No Link,Its taste and ease of preparation - adding hot water to dried noodles in a waterproof polystyrene container - have made it popular around the world.,"In 1970, Nissin established its US subsidiary, Nissin Foods (USA) Inc, and in the next year launched the ""Cup Noodle,"" a pre-cooked slab of noodles in a waterproof styrofoam container.",False,False
98,5,13,mutual,Link,Link,Mr Ando said the inspiration for his product came when he saw people lining up to buy bowls of hot ramen noodle soup at a black market stall during the food shortages after World War II.,"In his biography, Ando said he was inspired to develop the product when he saw a long line of people waiting to buy a steaming soup noodle at a black market stall in a war-ravaged city.",True,True
98,5,17,random,No Link,No Link,Mr Ando said the inspiration for his product came when he saw people lining up to buy bowls of hot ramen noodle soup at a black market stall during the food shortages after World War II.,Nissin has led the global instant noodle industry which sells 85.7 billion servings each year.,True,False
98,6,3,random,No Link,No Link,Noodles in space,"Japan yesterday bade farewell to Momofuku Ando, known as the inventor of instant noodles that have become a global household product, after he died aged 96.",True,False
98,6,6,mutual,Link,Link,Noodles in space,"Nissin Foods founder Momofuku Ando samples noodles developed in collaboration with the Japan Aerospace Exploration Agency for Japanese astronaut Soichi Noguchi's mission aboard the space shuttle Discovery during the unveiling in Osaka, western Osaka, on July 27, 2005.",True,True
98,6,20,mutual,Link,Link,Noodles in space,"In 2005, Nissin supplied a vacuum packed instant noodle or ""Space Ram"" to Japanese astronaut Soichi Noguchi aboard the US space shuttle Discovery.",True,True
98,7,1,mutual,Link,Link,"He developed his first instant noodles, Chicken Ramen, in 1958.","FOOD PIONEER Born in Taiwan in 1910, Momofuku Ando put the first instant noodle product on the market in 1958.",True,True
98,7,9,mutual,Link,Link,"He developed his first instant noodles, Chicken Ramen, in 1958.","After founding the precursor of Nissin, Ando put on the market ""Chicken Ramen,"" the first instant noodle product, in 1958.",True,True
98,7,16,random,No Link,No Link,"He developed his first instant noodles, Chicken Ramen, in 1958.","In 1970, Nissin established its US subsidiary, Nissin Foods (USA) Inc, and in the next year launched the ""Cup Noodle,"" a pre-cooked slab of noodles in a waterproof styrofoam container.",True,False
98,8,1,random,Link,No Link,The product came out as Japan recovered from the ravages of World War II and began a long period of economic expansion.,"FOOD PIONEER Born in Taiwan in 1910, Momofuku Ando put the first instant noodle product on the market in 1958.",False,False
98,8,15,mutual,Link,No Link,The product came out as Japan recovered from the ravages of World War II and began a long period of economic expansion.,Sales of Chicken Ramen rocketed after Japan's number-one general trading house Mitsubishi Corp was commissioned in 1959 to help promote the product as the country was taking off on its rapid post-war industrialization.,False,False
98,9,16,mutual,Link,No Link,It was the masterstroke of providing a waterproof polystyrene container for the noodles that made his Cup Noodle an instant success in 1971.,"In 1970, Nissin established its US subsidiary, Nissin Foods (USA) Inc, and in the next year launched the ""Cup Noodle,"" a pre-cooked slab of noodles in a waterproof styrofoam container.",False,False
98,9,17,random,No Link,No Link,It was the masterstroke of providing a waterproof polystyrene container for the noodles that made his Cup Noodle an instant success in 1971.,Nissin has led the global instant noodle industry which sells 85.7 billion servings each year.,True,False
98,10,13,random,No Link,No Link,"Nissin has led the global instant noodle industry since then, selling 85.7 billion servings every year, according to Agence France Presse.","In his biography, Ando said he was inspired to develop the product when he saw a long line of people waiting to buy a steaming soup noodle at a black market stall in a war-ravaged city.",True,False
98,10,17,mutual,Link,Link,"Nissin has led the global instant noodle industry since then, selling 85.7 billion servings every year, according to Agence France Presse.",Nissin has led the global instant noodle industry which sells 85.7 billion servings each year.,True,True
98,11,6,mutual,Link,Link,His firm also developed a version of Cup Noodle for Japanese astronauts to eat on the space shuttle Discovery in 2005.,"Nissin Foods founder Momofuku Ando samples noodles developed in collaboration with the Japan Aerospace Exploration Agency for Japanese astronaut Soichi Noguchi's mission aboard the space shuttle Discovery during the unveiling in Osaka, western Osaka, on July 27, 2005.",True,True
98,11,20,mutual,Link,No Link,His firm also developed a version of Cup Noodle for Japanese astronauts to eat on the space shuttle Discovery in 2005.,"In 2005, Nissin supplied a vacuum packed instant noodle or ""Space Ram"" to Japanese astronaut Soichi Noguchi aboard the US space shuttle Discovery.",False,False
98,11,22,random,No Link,No Link,His firm also developed a version of Cup Noodle for Japanese astronauts to eat on the space shuttle Discovery in 2005.,"According to the Mainichi Shimbun, Ando was last seen in public on Wednesday when he made a New Year's speech at Nissin's head office in Osaka and had a lunch with executives, a bowl of Chicken Ramen with rice cake.",True,False
98,12,9,random,No Link,No Link,"In 1999, Mr Ando opened a museum in Osaka devoted to instant noodles.","After founding the precursor of Nissin, Ando put on the market ""Chicken Ramen,"" the first instant noodle product, in 1958.",True,False
98,12,19,mutual,Link,Link,"In 1999, Mr Ando opened a museum in Osaka devoted to instant noodles.",Ando opened a museum of instant Ramen in Osaka in 1999 and retired from the chairman's post in 2005 to serve in an honorary role as founder-chairman.,True,True
98,13,11,random,No Link,No Link,He retired as Nissin's chairman in 2005.,"He invented the product, which soon became a hit, at a time when his business ventures were in trouble.",True,False
98,13,16,retriever,No Link,No Link,He retired as Nissin's chairman in 2005.,"In 1970, Nissin established its US subsidiary, Nissin Foods (USA) Inc, and in the next year launched the ""Cup Noodle,"" a pre-cooked slab of noodles in a waterproof styrofoam container.",True,False
98,13,19,llm,Link,Link,He retired as Nissin's chairman in 2005.,Ando opened a museum of instant Ramen in Osaka in 1999 and retired from the chairman's post in 2005 to serve in an honorary role as founder-chairman.,True,True
98,14,5,llm,Link,Link,Japanese newspapers and business people have been paying tribute to Mr Ando.,"Japanese newspapers published lengthy obituaries of the businessman yesterday with the influential Asahi Shimbun praising him for bringing ""instant noodles to the world and into space.""",True,True
98,14,7,llm,No Link,No Link,Japanese newspapers and business people have been paying tribute to Mr Ando.,"The mass-circulation Yomiuri Shimbun said Ando started from scratch in developing an instant noodle which has ""grown with the age of mass consumption"" and added ""a new chapter in the history of the world's food culture.""",True,False
98,14,16,random,No Link,No Link,Japanese newspapers and business people have been paying tribute to Mr Ando.,"In 1970, Nissin established its US subsidiary, Nissin Foods (USA) Inc, and in the next year launched the ""Cup Noodle,"" a pre-cooked slab of noodles in a waterproof styrofoam container.",True,False
98,14,19,retriever,No Link,No Link,Japanese newspapers and business people have been paying tribute to Mr Ando.,Ando opened a museum of instant Ramen in Osaka in 1999 and retired from the chairman's post in 2005 to serve in an honorary role as founder-chairman.,True,False
98,14,22,retriever,No Link,No Link,Japanese newspapers and business people have been paying tribute to Mr Ando.,"According to the Mainichi Shimbun, Ando was last seen in public on Wednesday when he made a New Year's speech at Nissin's head office in Osaka and had a lunch with executives, a bowl of Chicken Ramen with rice cake.",True,False
98,15,3,mutual,No Link,No Link,"""He was a self-made man who developed an epoch-making instant noodle product and spread it to all corners of the world,"" Akio Nomura, chairman of the Osaka Chamber of Commerce and Industry, told Kyodo news agency.","Japan yesterday bade farewell to Momofuku Ando, known as the inventor of instant noodles that have become a global household product, after he died aged 96.",True,False
98,15,7,mutual,Link,No Link,"""He was a self-made man who developed an epoch-making instant noodle product and spread it to all corners of the world,"" Akio Nomura, chairman of the Osaka Chamber of Commerce and Industry, told Kyodo news agency.","The mass-circulation Yomiuri Shimbun said Ando started from scratch in developing an instant noodle which has ""grown with the age of mass consumption"" and added ""a new chapter in the history of the world's food culture.""",False,False
98,15,8,random,No Link,No Link,"""He was a self-made man who developed an epoch-making instant noodle product and spread it to all corners of the world,"" Akio Nomura, chairman of the Osaka Chamber of Commerce and Industry, told Kyodo news agency.","Born Wu Bai-fu ( 吳百福 ) in Chiayi, Taiwan, on March 5, 1910, Ando initially owned clothing companies in Taipei and Osaka while he was a student at Ritsumeikan University in Kyoto.",True,False
98,16,14,random,No Link,No Link,"Mr Ando remained active until just days before his death, giving a New Year's speech to Nissin employees and having a lunch of Chicken Ramen with company executives.","""Peace prevails when food suffices,"" he said.",True,False
98,16,22,mutual,Link,No Link,"Mr Ando remained active until just days before his death, giving a New Year's speech to Nissin employees and having a lunch of Chicken Ramen with company executives.","According to the Mainichi Shimbun, Ando was last seen in public on Wednesday when he made a New Year's speech at Nissin's head office in Osaka and had a lunch with executives, a bowl of Chicken Ramen with rice cake.",False,False
118,1,2,mutual,Link,Link,"GENEVA, May 30 (Reuters) - The World Health Organisation called on Friday for a ban on all tobacco advertising, promotion and sponsorship to prevent young people from starting to smoke.",The World Health Organisation (WHO) has called on governments to ban all tobacco advertising to help prevent young people taking up the habit.,True,True
118,1,6,retriever,Link,No Link,"GENEVA, May 30 (Reuters) - The World Health Organisation called on Friday for a ban on all tobacco advertising, promotion and sponsorship to prevent young people from starting to smoke.","The organisation said only 5% of the world's population was covered by comprehensive bans on tobacco advertising, promotion and sponsorship.",False,False
118,1,13,random,No Link,No Link,"GENEVA, May 30 (Reuters) - The World Health Organisation called on Friday for a ban on all tobacco advertising, promotion and sponsorship to prevent young people from starting to smoke.","Most smokers take up the habit before the age of 18, with almost a quarter of those before the age of 10, according to the organisation.",True,False
118,1,15,llm,Link,No Link,"GENEVA, May 30 (Reuters) - The World Health Organisation called on Friday for a ban on all tobacco advertising, promotion and sponsorship to prevent young people from starting to smoke.","Douglas Bettcher, director of the WHO's Tobacco Free Initiative, said a full ban was necessary to ensure young people were shielded from dangerous messages.",False,False
118,2,0,random,Link,Link,"In a statement released ahead of World No Tobacco Day, May 31, the U.N. agency said sophisticated marketing techniques were ensnaring young people in fashion magazines, in films, on the Internet, and at concerts and sporting events.",Call to ban all tobacco adverts World,True,True
118,2,1,mutual,Link,Link,"In a statement released ahead of World No Tobacco Day, May 31, the U.N. agency said sophisticated marketing techniques were ensnaring young people in fashion magazines, in films, on the Internet, and at concerts and sporting events.",No Tobacco Day is held annually on 31 May,True,True
118,2,5,mutual,Link,Link,"In a statement released ahead of World No Tobacco Day, May 31, the U.N. agency said sophisticated marketing techniques were ensnaring young people in fashion magazines, in films, on the Internet, and at concerts and sporting events.",The appeal was issued to mark the WHO's World No Tobacco Day.,True,True
118,3,1,random,No Link,No Link,"“The more young people are exposed to tobacco advertising, the more likely they are to start smoking,” it said, accusing cigarette makers of “falsely associating use of tobacco products with qualities such as glamour, energy and sex appeal.”",No Tobacco Day is held annually on 31 May,True,False
118,3,4,mutual,Link,No Link,"“The more young people are exposed to tobacco advertising, the more likely they are to start smoking,” it said, accusing cigarette makers of “falsely associating use of tobacco products with qualities such as glamour, energy and sex appeal.”","The UN agency says the more they are exposed to tobacco advertising, the more likely people will start smoking.",False,False
118,3,12,mutual,Link,Link,"“The more young people are exposed to tobacco advertising, the more likely they are to start smoking,” it said, accusing cigarette makers of “falsely associating use of tobacco products with qualities such as glamour, energy and sex appeal.”","The WHO also accused manufacturers of continuing to attract young people by ""falsely"" associating cigarettes with ""glamour, energy and sex appeal"".",True,True
118,4,0,random,No Link,No Link,"Most smokers take up the habit before the age of 18, and almost a quarter of new smokers are younger than 10, according to the WHO.",Call to ban all tobacco adverts World,True,False
118,4,13,mutual,Link,Link,"Most smokers take up the habit before the age of 18, and almost a quarter of new smokers are younger than 10, according to the WHO.","Most smokers take up the habit before the age of 18, with almost a quarter of those before the age of 10, according to the organisation.",True,True
118,5,13,random,No Link,No Link,"In a survey of 13-to-15 year-olds worldwide, the agency said that 55 percent had reported seeing advertisements for cigarettes on billboards in the previous month, and 20 percent owned an item with a cigarette brand logo on it.","Most smokers take up the habit before the age of 18, with almost a quarter of those before the age of 10, according to the organisation.",True,False
118,5,14,mutual,Link,Link,"In a survey of 13-to-15 year-olds worldwide, the agency said that 55 percent had reported seeing advertisements for cigarettes on billboards in the previous month, and 20 percent owned an item with a cigarette brand logo on it.","In a WHO worldwide survey of 13 to 15 year olds, 55% reported seeing billboard advertisements for tobacco, while 20% owned an item with a cigarette brand logo.",True,True
118,6,2,retriever,No Link,No Link,"The WHO in 2003 clinched the first global public health treaty which called for stronger warnings on cigarette packages and limits on advertising and sponsorship, though these have not been put in place everywhere.",The World Health Organisation (WHO) has called on governments to ban all tobacco advertising to help prevent young people taking up the habit.,True,False
118,6,3,random,Link,No Link,"The WHO in 2003 clinched the first global public health treaty which called for stronger warnings on cigarette packages and limits on advertising and sponsorship, though these have not been put in place everywhere.","It accused manufacturers of using increasingly sophisticated marketing techniques to ensare young people, particularly girls in poorer countries.",False,False
118,6,6,llm,Link,Link,"The WHO in 2003 clinched the first global public health treaty which called for stronger warnings on cigarette packages and limits on advertising and sponsorship, though these have not been put in place everywhere.","The organisation said only 5% of the world's population was covered by comprehensive bans on tobacco advertising, promotion and sponsorship.",True,True
118,7,1,random,No Link,No Link,"Douglas Bettcher, director of the WHO’s Tobacco Free Initiative, said that a full ban was necessary to ensure that young people were shielded from dangerous messages, particularly in poorer countries where companies often target girls.",No Tobacco Day is held annually on 31 May,True,False
118,7,15,mutual,Link,Link,"Douglas Bettcher, director of the WHO’s Tobacco Free Initiative, said that a full ban was necessary to ensure that young people were shielded from dangerous messages, particularly in poorer countries where companies often target girls.","Douglas Bettcher, director of the WHO's Tobacco Free Initiative, said a full ban was necessary to ensure young people were shielded from dangerous messages.",True,True
118,8,13,random,No Link,No Link,"“Half measures are not enough,” he said.","Most smokers take up the habit before the age of 18, with almost a quarter of those before the age of 10, according to the organisation.",True,False
118,8,16,mutual,Link,Link,"“Half measures are not enough,” he said.","""Half measures are not enough,"" he said.",True,True
118,9,2,retriever,Link,No Link,"“When one form of advertising is banned, the tobacco industry simply shifts its vast resources to another channel.",The World Health Organisation (WHO) has called on governments to ban all tobacco advertising to help prevent young people taking up the habit.,False,False
118,9,10,random,Link,Link,"“When one form of advertising is banned, the tobacco industry simply shifts its vast resources to another channel.","However, in Canada, where smoking and cigarette advertising has been severely restricted, numbers of smokers are at their lowest in 40 years.",True,True
118,9,17,mutual,Link,Link,"“When one form of advertising is banned, the tobacco industry simply shifts its vast resources to another channel.","""When one form of advertising is banned, the tobacco industry simply shifts its vast resources to another channel.",True,True
118,9,18,llm,Link,No Link,"“When one form of advertising is banned, the tobacco industry simply shifts its vast resources to another channel.","We urge governments to impose a complete ban to break the tobacco marketing net.""",False,False
118,10,5,random,No Link,No Link,"We urge governments to impose a complete ban to break the tobacco marketing net,” he said.",The appeal was issued to mark the WHO's World No Tobacco Day.,True,False
118,10,18,mutual,Link,Link,"We urge governments to impose a complete ban to break the tobacco marketing net,” he said.","We urge governments to impose a complete ban to break the tobacco marketing net.""",True,True
118,11,17,random,No Link,No Link,"The world’s largest cigarette manufacturers include Philip Morris, Imperial Tobacco, British American Tobacco and Japan Tobacco.","""When one form of advertising is banned, the tobacco industry simply shifts its vast resources to another channel.",True,False
126,1,1,mutual,Link,Link,"CHICAGO (Reuters) - The estranged brother-in-law of Oscar-winning actress Jennifer Hudson was arrested and will be charged with the October slayings of three of her relatives, police said on Monday.","(CNN) -- Chicago, Illinois, police arrested a man Monday in connection with the killing of three relatives of singer-actress Jennifer Hudson, a police spokesman said.",True,True
126,1,2,retriever,Link,Link,"CHICAGO (Reuters) - The estranged brother-in-law of Oscar-winning actress Jennifer Hudson was arrested and will be charged with the October slayings of three of her relatives, police said on Monday.","William Balfour, 27, was first detained for questioning on October 24, the day Hudson's mother and brother were found shot to death.",True,True
126,1,9,llm,Link,Link,"CHICAGO (Reuters) - The estranged brother-in-law of Oscar-winning actress Jennifer Hudson was arrested and will be charged with the October slayings of three of her relatives, police said on Monday.","Balfour is the estranged husband of the singer's sister, Julia Hudson, and the stepfather of Julian King.",True,True
126,1,15,random,No Link,No Link,"CHICAGO (Reuters) - The estranged brother-in-law of Oscar-winning actress Jennifer Hudson was arrested and will be charged with the October slayings of three of her relatives, police said on Monday.",She said that at least one of the witnesses that police used to build a case against Balfour was lying.,True,False
126,2,20,random,No Link,No Link,"This undated photograph, released by the Illinois Department of Corrections October 25, 2008, shows William Balfour. REUTERS/Courtesy of the Illinois Department of Corrections/Handout","""He believes when the evidence comes out, he will be found not guilty,"" Kutnick said.",True,False
126,3,7,mutual,Link,Link,"“We have obtained an arrest warrant for William Balfour. He was released to Chicago detectives,” Chicago Police Department spokeswoman Monique Bond said, adding that Balfour would be charged with three counts of murder.","Detectives served arrest warrants on Balfour on Monday afternoon, said Chicago police spokeswoman Monique Bond.",True,True
126,3,8,mutual,Link,No Link,"“We have obtained an arrest warrant for William Balfour. He was released to Chicago detectives,” Chicago Police Department spokeswoman Monique Bond said, adding that Balfour would be charged with three counts of murder.","Balfour was transferred from the Statesville Correctional Center to the custody of detectives in the case, she said, and he is awaiting formal charges on three counts of murder.",False,False
126,3,20,random,No Link,No Link,"“We have obtained an arrest warrant for William Balfour. He was released to Chicago detectives,” Chicago Police Department spokeswoman Monique Bond said, adding that Balfour would be charged with three counts of murder.","""He believes when the evidence comes out, he will be found not guilty,"" Kutnick said.",True,False
126,4,2,mutual,Link,Link,"Balfour, 27, who had been married to Hudson’s sister Julia, was questioned after the slayings but not charged.","William Balfour, 27, was first detained for questioning on October 24, the day Hudson's mother and brother were found shot to death.",True,True
126,4,9,mutual,Link,No Link,"Balfour, 27, who had been married to Hudson’s sister Julia, was questioned after the slayings but not charged.","Balfour is the estranged husband of the singer's sister, Julia Hudson, and the stepfather of Julian King.",False,False
126,4,19,random,No Link,No Link,"Balfour, 27, who had been married to Hudson’s sister Julia, was questioned after the slayings but not charged.",Balfour's attorney Josh Kutnick also said Balfour has told him that he did not commit the crimes.,True,False
126,5,2,random,No Link,No Link,"He was imprisoned for violating his parole on a previous attempted murder conviction, and was scheduled to have a hearing on Wednesday.","William Balfour, 27, was first detained for questioning on October 24, the day Hudson's mother and brother were found shot to death.",True,False
126,6,2,mutual,Link,No Link,"Bond would not give details about what evidence led police to charge Balfour for the shooting deaths of Hudson’s mother, Darnell Donerson, 57, brother, Jason Hudson, 29, and 7-year-old nephew, Julian King.","William Balfour, 27, was first detained for questioning on October 24, the day Hudson's mother and brother were found shot to death.",False,False
126,6,4,mutual,Link,No Link,"Bond would not give details about what evidence led police to charge Balfour for the shooting deaths of Hudson’s mother, Darnell Donerson, 57, brother, Jason Hudson, 29, and 7-year-old nephew, Julian King.","Hudson's mother, Darnell Donerson, and brother, Jason Hudson, were found shot to death in their South Side Chicago home.",False,False
126,6,10,random,Link,No Link,"Bond would not give details about what evidence led police to charge Balfour for the shooting deaths of Hudson’s mother, Darnell Donerson, 57, brother, Jason Hudson, 29, and 7-year-old nephew, Julian King.","According to the Illinois Department of Corrections, Balfour spent nearly seven years in prison for attempted murder, vehicular hijacking and possessing a stolen vehicle.",False,False
126,7,2,mutual,Link,Link,Donerson and Jason Hudson were found shot to death on October 24 in Donerson’s South Side home.,"William Balfour, 27, was first detained for questioning on October 24, the day Hudson's mother and brother were found shot to death.",True,True
126,7,4,mutual,Link,Link,Donerson and Jason Hudson were found shot to death on October 24 in Donerson’s South Side home.,"Hudson's mother, Darnell Donerson, and brother, Jason Hudson, were found shot to death in their South Side Chicago home.",True,True
126,7,7,random,No Link,No Link,Donerson and Jason Hudson were found shot to death on October 24 in Donerson’s South Side home.,"Detectives served arrest warrants on Balfour on Monday afternoon, said Chicago police spokeswoman Monique Bond.",True,False
126,8,5,mutual,No Link,No Link,"Four days later, King’s body was found in a stolen sport utility vehicle parked on the city’s West Side.","The body of her nephew, 7-year-old Julian King, was found three days later in an abandoned SUV on Chicago's West Side.",True,False
126,8,7,random,No Link,No Link,"Four days later, King’s body was found in a stolen sport utility vehicle parked on the city’s West Side.","Detectives served arrest warrants on Balfour on Monday afternoon, said Chicago police spokeswoman Monique Bond.",True,False
126,9,6,mutual,Link,Link,A handgun used in the slayings was found nearby.,Police later found a handgun near the vehicle.,True,True
126,9,9,random,No Link,No Link,A handgun used in the slayings was found nearby.,"Balfour is the estranged husband of the singer's sister, Julia Hudson, and the stepfather of Julian King.",True,False
126,10,6,llm,Link,No Link,The Chicago Tribune reported investigators had evidence that Balfour had a gun matching the weapon.,Police later found a handgun near the vehicle.,False,False
126,10,7,retriever,Link,No Link,The Chicago Tribune reported investigators had evidence that Balfour had a gun matching the weapon.,"Detectives served arrest warrants on Balfour on Monday afternoon, said Chicago police spokeswoman Monique Bond.",False,False
126,10,17,random,Link,No Link,The Chicago Tribune reported investigators had evidence that Balfour had a gun matching the weapon.,She said Balfour has an alibi: He was with one of his three girlfriends the night of the slaying.,False,False
126,11,20,random,No Link,No Link,"After the slayings, Jennifer Hudson returned to Chicago and identified King’s body at the morgue.","""He believes when the evidence comes out, he will be found not guilty,"" Kutnick said.",True,False
126,12,13,mutual,Link,Link,Hudson got her start in 2005 competing on the U.S. television show “American Idol” although she failed to reach the final.,"She competed on the third season of the singing competition ""American Idol"" in 2004, becoming one of the top seven contestants before being eliminated from the contest.",True,True
126,12,19,random,No Link,No Link,Hudson got her start in 2005 competing on the U.S. television show “American Idol” although she failed to reach the final.,Balfour's attorney Josh Kutnick also said Balfour has told him that he did not commit the crimes.,True,False
126,13,2,random,No Link,No Link,She later won the role of Effie White in the 2006 film version of the stage musical “Dreamgirls” and earned a best supporting actress Oscar for her performance.,"William Balfour, 27, was first detained for questioning on October 24, the day Hudson's mother and brother were found shot to death.",True,False
126,13,12,mutual,Link,Link,She later won the role of Effie White in the 2006 film version of the stage musical “Dreamgirls” and earned a best supporting actress Oscar for her performance.,"Hudson won a best supporting actress Oscar for her portrayal of Effie in the film version of the Broadway musical ""Dreamgirls.""",True,True
126,14,18,random,No Link,No Link,Hudson has since appeared in the movie version of “Sex and the City” and “The Secret Life of Bees.”,"""He was with Diana that night and with Kate in the morning,"" she said.",True,False
162,1,0,random,Link,Link,"Tributes have been paid to Comply Or Die after the 2008 Grand National winner died over the weekend, aged 17.","Tributes to 2008 Grand National winner Comply Or Die, who has died at 17",True,True
162,1,1,mutual,Link,Link,"Tributes have been paid to Comply Or Die after the 2008 Grand National winner died over the weekend, aged 17.","Tributes were paid to Comply Or Die after the 2008 Grand National winner died over the weekend, aged 17.",True,True
162,2,2,mutual,Link,Link,"Trained by David Pipe and owned by the late David Johnson, he also won the Eider Chase at Newcastle prior to his Aintree success, and then came second in the 2009 National.","Trained by David Pipe and owned by the late David Johnson, the thoroughbred very nearly became a dual National winner after coming second in the 2009 National.",True,True
162,2,15,retriever,Link,No Link,"Trained by David Pipe and owned by the late David Johnson, he also won the Eider Chase at Newcastle prior to his Aintree success, and then came second in the 2009 National.",The Pond House handler told www.davidpipe.com : “He provided me with the highlight of my career to date when winning the 2008 Grand National at Aintree and ran another fantastic race when runner-up the following year.,False,False
162,2,20,llm,Link,No Link,"Trained by David Pipe and owned by the late David Johnson, he also won the Eider Chase at Newcastle prior to his Aintree success, and then came second in the 2009 National.",Cpt Neville Cazalet said: “Sad news. A very good winner of the race and ran a cracker in ‘09 too to be 2nd off a 15lbs higher mark.”,False,False
162,2,22,random,No Link,No Link,"Trained by David Pipe and owned by the late David Johnson, he also won the Eider Chase at Newcastle prior to his Aintree success, and then came second in the 2009 National.","Ian @ Wayward Lad said: “Could have been a dual National winner, but for Mon Mome.”",True,False
162,3,7,mutual,Link,Link,"Comply Or Die had been spending his retirement with Timmy Murphy, who rode him to his most famous victory.","Comply Or Die had been spending his retirement with Timmy Murphy, who rode him to his most famous victory.",True,True
162,3,17,mutual,Link,No Link,"Comply Or Die had been spending his retirement with Timmy Murphy, who rode him to his most famous victory.","“Since his retirement he had been a lead-horse at Timmy Murphy’s establishment before trying his hand at dressage, a discipline in which he had proven very successful.",False,False
162,3,18,random,No Link,No Link,"Comply Or Die had been spending his retirement with Timmy Murphy, who rode him to his most famous victory.",“He is a horse I will always hold dear in my heart and I am greatly saddened to hear of his loss.”,True,False
162,4,2,random,No Link,No Link,"""He was part of the furniture at home so it's very sad,"" Murphy told Press Association Sport.","Trained by David Pipe and owned by the late David Johnson, the thoroughbred very nearly became a dual National winner after coming second in the 2009 National.",True,False
162,4,8,mutual,Link,Link,"""He was part of the furniture at home so it's very sad,"" Murphy told Press Association Sport.","Murphy said: “He was part of the furniture at home so it’s very sad,”",True,True
162,5,3,random,No Link,No Link,"""He gave me the greatest day of my career, obviously that can never be taken away.","He was seen at Aintree only last month when he headed up the parade on Grand Opening day at the Liverpool course, along with Aintree favourite Monet’s Garden.",True,False
162,5,9,mutual,Link,Link,"""He gave me the greatest day of my career, obviously that can never be taken away.","“He gave me the greatest day of my career, obviously that can never be taken away.",True,True
162,6,10,mutual,Link,Link,"""He paraded at Cheltenham and Aintree and was getting ready to do some dressage in the summer.",“He paraded at Cheltenham and Aintree and was getting ready to do some dressage in the summer.,True,True
162,6,16,random,Link,Link,"""He paraded at Cheltenham and Aintree and was getting ready to do some dressage in the summer.","“He was a tough, genuine and loveable horse and I was delighted to see him looking so well at the Grand National parade of former winners only last month when Gerry Supple had the privilege of getting the leg-up.",True,True
